prediction,ground_truth,diff_ops,error_ngrams
- Speifilartioni der ue-cases,- Spezifikation der Use-Cases,"[('insert', 5, 5, 5, 6), ('replace', 8, 9, 9, 10), ('delete', 10, 11, 11, 11), ('delete', 15, 16, 15, 15), ('replace', 21, 22, 20, 22), ('replace', 24, 25, 24, 25)]","[(('ez', 'german-dominant'), 1), (('fi', 'neutral'), 1), (('ik', 'neutral'), 1), (('ka', 'german-dominant'), 1), (('at', 'neutral'), 1), (('se', 'neutral'), 1)]"
worteile :.,Vorteile:,"[('replace', 0, 1, 0, 1), ('delete', 8, 9, 8, 8), ('delete', 10, 11, 9, 9)]",[]
nstrence Ansoeruchsvoraussetrangen  T ',- strenge Anspruchsvoraussetzungen,"[('replace', 0, 1, 0, 2), ('replace', 6, 7, 7, 8), ('replace', 12, 14, 13, 14), ('replace', 28, 30, 28, 30), ('delete', 34, 39, 34, 34)]","[(('en', 'german-dominant'), 1), (('ng', 'neutral'), 1), (('ns', 'neutral'), 1), (('sp', 'neutral'), 1), (('pr', 'neutral'), 1), (('tz', 'german-dominant'), 1), (('zu', 'german-dominant'), 1), (('un', 'german-dominant'), 1)]"
" botdunctittiod wech "" dor ' soin inteles beters oae "" Frigen "" and "" frtiamer e suten",leidenschaftlich nach dem Sinn unseres Lebens zu fragen und Antworten zu suchen,"[('replace', 0, 3, 0, 11), ('replace', 4, 9, 12, 13), ('delete', 10, 18, 14, 14), ('replace', 21, 22, 17, 21), ('replace', 24, 26, 23, 25), ('replace', 27, 31, 26, 27), ('insert', 33, 33, 29, 30), ('replace', 34, 35, 31, 32), ('replace', 36, 37, 33, 34), ('replace', 38, 39, 35, 36), ('insert', 42, 42, 39, 41), ('replace', 44, 47, 43, 44), ('replace', 49, 50, 46, 51), ('delete', 51, 58, 52, 52), ('replace', 62, 65, 56, 57), ('replace', 68, 71, 60, 65), ('delete', 73, 76, 67, 67), ('replace', 77, 78, 68, 69), ('replace', 79, 80, 70, 72), ('replace', 83, 84, 75, 77)]","[(('le', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('id', 'neutral'), 1), (('de', 'german-dominant'), 1), (('en', 'german-dominant'), 4), (('ns', 'neutral'), 3), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 3), (('ha', 'neutral'), 1), (('af', 'neutral'), 1), (('ft', 'neutral'), 1), (('tl', 'neutral'), 1), (('li', 'neutral'), 1), (('ic', 'neutral'), 1), (('na', 'neutral'), 1), (('em', 'neutral'), 1), (('in', 'neutral'), 1), (('nn', 'german-dominant'), 1), (('se', 'neutral'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1), (('es', 'neutral'), 1), (('be', 'neutral'), 1), (('zu', 'german-dominant'), 2), (('fr', 'neutral'), 1), (('ra', 'neutral'), 1), (('ag', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('un', 'german-dominant'), 1), (('nd', 'neutral'), 1), (('nt', 'neutral'), 1), (('tw', 'neutral'), 1), (('wo', 'neutral'), 1), (('or', 'neutral'), 1), (('su', 'neutral'), 1), (('uc', 'neutral'), 1), (('he', 'neutral'), 1)]"
 Fdemet id Rastnet Bran Somiale Berifangen,- Wirklichkeit wird konstuiert z.B von sozialen Beziehungen,"[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 11), ('replace', 4, 6, 12, 13), ('insert', 8, 8, 15, 16), ('insert', 9, 9, 17, 18), ('replace', 11, 13, 20, 23), ('replace', 15, 16, 25, 27), ('insert', 17, 17, 28, 29), ('insert', 19, 19, 31, 33), ('replace', 20, 22, 34, 37), ('replace', 24, 25, 39, 40), ('replace', 26, 27, 41, 42), ('insert', 31, 31, 46, 47), ('replace', 34, 35, 50, 51), ('replace', 36, 38, 52, 55)]","[(('ir', 'neutral'), 2), (('rk', 'german-dominant'), 1), (('kl', 'german-dominant'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ke', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1), (('wi', 'neutral'), 1), (('ko', 'german-dominant'), 1), (('on', 'neutral'), 2), (('st', 'neutral'), 1), (('tu', 'neutral'), 1), (('ui', 'english-dominant'), 1), (('ie', 'german-dominant'), 1), (('vo', 'german-dominant'), 1)]"
"Dess"" Wweteren wid east ant den Shalt and dam out die positivoen",Des weiteren wird erst auf den Inhalt und dann auf die positiven,"[('delete', 3, 5, 3, 3), ('delete', 6, 7, 4, 4), ('insert', 9, 9, 6, 7), ('insert', 17, 17, 15, 16), ('replace', 20, 21, 19, 20), ('replace', 25, 27, 24, 26), ('replace', 32, 33, 31, 33), ('replace', 38, 39, 38, 39), ('replace', 44, 45, 44, 46), ('replace', 46, 47, 47, 48), ('replace', 48, 49, 49, 50), ('delete', 61, 62, 62, 62)]","[(('we', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1), (('er', 'neutral'), 1), (('rs', 'neutral'), 1), (('st', 'neutral'), 1), (('uf', 'german-dominant'), 2), (('nh', 'neutral'), 1), (('un', 'german-dominant'), 1), (('an', 'neutral'), 1), (('nn', 'german-dominant'), 1), (('au', 'german-dominant'), 1), (('iv', 'neutral'), 1), (('ve', 'neutral'), 1)]"
te oeyradileliaitation t,Der Krieg radikalisiert sich:,"[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 3), ('replace', 3, 4, 4, 7), ('replace', 5, 6, 8, 10), ('replace', 10, 12, 14, 16), ('replace', 14, 15, 18, 19), ('insert', 16, 16, 20, 22), ('replace', 17, 19, 23, 25), ('replace', 20, 24, 26, 29)]","[(('er', 'neutral'), 2), (('ri', 'neutral'), 1), (('ra', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('ik', 'neutral'), 1), (('ka', 'german-dominant'), 1), (('al', 'neutral'), 1), (('li', 'neutral'), 1), (('is', 'neutral'), 1), (('si', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('rt', 'neutral'), 1)]"
2richtung des. Sees and Wege unden See,- Errichtung des Sees und Wege um den See,"[('replace', 0, 1, 0, 4), ('delete', 13, 14, 16, 16), ('replace', 20, 21, 22, 23), ('replace', 30, 31, 32, 34)]","[(('de', 'german-dominant'), 1), (('es', 'neutral'), 1)]"
-disruntive delektion,- disruptive Selektion,"[('insert', 1, 1, 1, 2), ('replace', 6, 7, 7, 8), ('replace', 12, 13, 13, 14)]","[(('ru', 'german-dominant'), 1), (('up', 'neutral'), 1)]"
A Tensicaslly his I,- Terminvorschlag bis,"[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 7), ('insert', 5, 5, 8, 11), ('delete', 6, 7, 12, 12), ('insert', 8, 8, 13, 15), ('replace', 9, 13, 16, 17), ('replace', 14, 15, 18, 19), ('delete', 17, 19, 21, 21)]","[(('er', 'neutral'), 1), (('rm', 'neutral'), 1), (('mi', 'neutral'), 1), (('in', 'neutral'), 1), (('nv', 'german-dominant'), 1), (('vo', 'german-dominant'), 1), (('or', 'neutral'), 1), (('rs', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 1), (('hl', 'german-dominant'), 1), (('la', 'neutral'), 1), (('bi', 'neutral'), 1)]"
THhenatsensmadet,Thematisierungsmacht,"[('delete', 1, 2, 1, 1), ('replace', 4, 5, 3, 4), ('insert', 7, 7, 6, 7), ('insert', 8, 8, 8, 9), ('insert', 9, 9, 10, 12), ('insert', 10, 10, 13, 14), ('replace', 13, 15, 17, 19)]","[(('he', 'neutral'), 1), (('ma', 'neutral'), 1), (('at', 'neutral'), 1), (('is', 'neutral'), 1), (('si', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('er', 'neutral'), 1), (('ng', 'neutral'), 1), (('gs', 'neutral'), 1), (('sm', 'neutral'), 1)]"
 thediaemille gdntbersis aseitt nd t,"da dieses nicht gerlernt hat, wie man spricht und","[('insert', 0, 0, 0, 2), ('delete', 1, 4, 3, 3), ('delete', 6, 7, 5, 5), ('replace', 8, 9, 6, 11), ('replace', 10, 11, 12, 19), ('replace', 13, 16, 21, 22), ('replace', 18, 19, 24, 32), ('insert', 20, 20, 33, 40), ('delete', 21, 22, 41, 41), ('replace', 23, 30, 42, 44), ('insert', 32, 32, 46, 47), ('delete', 34, 36, 49, 49)]","[(('da', 'neutral'), 1), (('di', 'neutral'), 1), (('es', 'neutral'), 2), (('se', 'neutral'), 1), (('ni', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ht', 'neutral'), 1), (('er', 'neutral'), 2), (('rl', 'neutral'), 1), (('le', 'neutral'), 1), (('rn', 'neutral'), 1), (('nt', 'neutral'), 1), (('ha', 'neutral'), 1), (('at', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('ma', 'neutral'), 1), (('an', 'neutral'), 1)]"
"- Jede Rlase thent nritre sgnen Athate , Oeration and Asociations and die ther","- Jede Klasse ""kennt"" nur ihre eigenen Attribute, Operationen und Assoziationen und die ihrer","[('replace', 7, 8, 7, 8), ('insert', 11, 11, 11, 12), ('replace', 13, 15, 14, 16), ('insert', 17, 17, 18, 19), ('insert', 18, 18, 20, 21), ('insert', 20, 20, 23, 24), ('insert', 21, 21, 25, 26), ('replace', 22, 23, 27, 28), ('replace', 26, 27, 31, 33), ('insert', 28, 28, 34, 35), ('replace', 34, 36, 41, 46), ('delete', 38, 39, 48, 48), ('insert', 42, 42, 51, 52), ('insert', 49, 49, 59, 61), ('replace', 50, 51, 62, 63), ('insert', 56, 56, 68, 69), ('replace', 57, 58, 70, 71), ('replace', 64, 65, 77, 79), ('replace', 66, 67, 80, 81), ('replace', 74, 75, 88, 89), ('insert', 76, 76, 90, 91)]","[(('ss', 'neutral'), 1), (('en', 'german-dominant'), 2), (('nn', 'german-dominant'), 1), (('nu', 'german-dominant'), 1), (('ih', 'neutral'), 1), (('hr', 'german-dominant'), 1), (('ge', 'german-dominant'), 1), (('ne', 'neutral'), 1), (('tr', 'neutral'), 1), (('ti', 'neutral'), 2), (('io', 'neutral'), 2), (('on', 'neutral'), 2), (('nd', 'neutral'), 1)]"
 ElindcensdmOsterjusaden t und s tabrat,- Kinder aus dem Osten zwischen 4 und 15 Jahren,"[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 3), ('delete', 6, 7, 6, 6), ('replace', 8, 9, 7, 11), ('insert', 10, 10, 12, 13), ('insert', 11, 11, 14, 15), ('insert', 12, 12, 16, 17), ('replace', 16, 19, 21, 26), ('replace', 20, 22, 27, 29), ('replace', 25, 26, 32, 33), ('replace', 31, 32, 38, 40), ('replace', 33, 34, 41, 42), ('replace', 35, 36, 43, 44), ('replace', 37, 39, 45, 47)]","[(('de', 'german-dominant'), 1), (('er', 'neutral'), 1), (('au', 'german-dominant'), 1), (('us', 'neutral'), 1), (('st', 'neutral'), 1), (('te', 'neutral'), 1), (('en', 'german-dominant'), 1), (('wi', 'neutral'), 1), (('is', 'neutral'), 1), (('un', 'german-dominant'), 1), (('nd', 'neutral'), 1)]"
' Normalisiering der Alribute in Rossediegramth nicnht notuwendig Llosen :,Normalisierung der Attribute im Klassendiagramm nicht notwendig Klassen:,"[('delete', 0, 2, 0, 0), ('replace', 13, 14, 11, 12), ('replace', 22, 23, 20, 22), ('replace', 31, 32, 30, 31), ('replace', 33, 35, 32, 35), ('insert', 38, 38, 38, 39), ('replace', 40, 41, 41, 42), ('replace', 45, 47, 46, 47), ('delete', 51, 52, 51, 51), ('delete', 58, 59, 57, 57), ('replace', 66, 67, 64, 65), ('replace', 68, 69, 66, 68), ('delete', 72, 73, 71, 71)]","[(('or', 'neutral'), 1), (('ng', 'neutral'), 1), (('tr', 'neutral'), 1), (('ri', 'neutral'), 1), (('la', 'neutral'), 2), (('as', 'neutral'), 2), (('en', 'german-dominant'), 2), (('di', 'neutral'), 1), (('ia', 'neutral'), 1), (('am', 'neutral'), 1), (('mm', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ht', 'neutral'), 1), (('we', 'neutral'), 1), (('ss', 'neutral'), 1), (('se', 'neutral'), 1)]"
t beingndlipne t,Lessing und Religion,"[('replace', 0, 3, 0, 1), ('insert', 4, 4, 2, 4), ('insert', 7, 7, 7, 9), ('insert', 9, 9, 11, 14), ('replace', 11, 12, 16, 19), ('delete', 13, 16, 20, 20)]","[(('es', 'neutral'), 1), (('ss', 'neutral'), 1), (('si', 'neutral'), 1), (('un', 'german-dominant'), 1), (('el', 'neutral'), 1), (('li', 'neutral'), 1), (('ig', 'neutral'), 1)]"
- Audi A.G : Produtation t Verkaut von . Autos,- Audi AG : Produktion + Verkauf von Autos,"[('delete', 8, 9, 8, 8), ('replace', 18, 20, 17, 18), ('replace', 25, 26, 23, 24), ('replace', 33, 34, 31, 32), ('delete', 38, 40, 36, 36)]","[(('kt', 'german-dominant'), 1), (('ti', 'neutral'), 1), (('io', 'neutral'), 1), (('vo', 'german-dominant'), 1), (('ut', 'neutral'), 1), (('to', 'english-dominant'), 1)]"
TT Typothesen-gelite quintitative Analyse yon Mntragedaten ,- Hypothesen-geleitete quantitative Analyse von Umfragedaten,"[('replace', 0, 2, 0, 1), ('replace', 3, 4, 2, 3), ('insert', 17, 17, 16, 17), ('insert', 18, 18, 18, 20), ('replace', 23, 24, 25, 26), ('replace', 42, 43, 44, 45), ('replace', 46, 49, 48, 51), ('delete', 58, 59, 60, 60)]","[(('yp', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1), (('qu', 'neutral'), 1), (('se', 'neutral'), 1), (('on', 'neutral'), 1), (('te', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
 tliganate Strabsult geltrmabllous t ,- Die gesamte Staatsmacht geht vom Volk aus,"[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 3), ('insert', 4, 4, 4, 6), ('insert', 5, 5, 7, 9), ('replace', 6, 8, 10, 11), ('delete', 13, 14, 16, 16), ('replace', 15, 16, 17, 19), ('replace', 17, 19, 20, 24), ('insert', 23, 23, 28, 37), ('replace', 24, 27, 38, 40), ('delete', 28, 32, 41, 41), ('delete', 34, 37, 43, 43)]","[(('ie', 'german-dominant'), 1), (('ge', 'german-dominant'), 2), (('es', 'neutral'), 1), (('ta', 'neutral'), 1), (('aa', 'neutral'), 1), (('at', 'neutral'), 1), (('ts', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ht', 'neutral'), 2), (('eh', 'neutral'), 1), (('vo', 'german-dominant'), 1), (('ol', 'neutral'), 1)]"
"Busse , Laben cinl eigene rabgettente Ording","- Busse haben eine eigene, abgetrennte Ordnung","[('insert', 0, 0, 0, 2), ('replace', 6, 9, 8, 9), ('replace', 14, 15, 14, 15), ('replace', 17, 18, 17, 18), ('insert', 25, 25, 25, 26), ('delete', 26, 27, 27, 27), ('replace', 32, 33, 32, 33), ('insert', 34, 34, 34, 35), ('replace', 41, 42, 42, 44)]","[(('se', 'neutral'), 1), (('ha', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('ne', 'neutral'), 1), (('tr', 'neutral'), 1), (('re', 'neutral'), 1), (('en', 'german-dominant'), 1), (('rd', 'neutral'), 1), (('dn', 'neutral'), 1)]"
IL WItlateyestrben DF han Webeal TTTITI,- Machterwerbsstreben Def. nach Weber:,"[('replace', 0, 2, 0, 1), ('replace', 3, 7, 2, 3), ('insert', 8, 8, 4, 6), ('replace', 10, 11, 8, 10), ('insert', 12, 12, 11, 14), ('insert', 15, 15, 17, 18), ('replace', 20, 21, 23, 26), ('insert', 22, 22, 27, 30), ('delete', 23, 25, 31, 31), ('replace', 30, 39, 36, 38)]","[(('ac', 'neutral'), 1), (('ch', 'german-dominant'), 2), (('ht', 'neutral'), 1), (('te', 'neutral'), 1), (('er', 'neutral'), 3), (('we', 'neutral'), 1), (('rb', 'german-dominant'), 1), (('st', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ef', 'neutral'), 1), (('eb', 'neutral'), 1), (('be', 'neutral'), 1)]"
ITT Toterigehennulse tateraltion wnishen breteren mithie rathonetishe . TI,- Herangehensweise: Interaktion zwischen Akteuren mithilfe mathematisch-,"[('replace', 0, 3, 0, 1), ('replace', 4, 7, 2, 3), ('replace', 9, 10, 5, 7), ('replace', 15, 18, 12, 16), ('insert', 20, 20, 18, 19), ('replace', 21, 23, 20, 22), ('replace', 27, 28, 26, 27), ('insert', 33, 33, 32, 33), ('delete', 34, 35, 34, 34), ('insert', 37, 37, 36, 37), ('replace', 41, 44, 41, 43), ('insert', 46, 46, 45, 46), ('insert', 55, 55, 55, 57), ('replace', 57, 58, 59, 60), ('delete', 61, 63, 63, 63), ('insert', 64, 64, 64, 66), ('insert', 67, 67, 69, 70), ('replace', 68, 74, 71, 72)]","[(('er', 'neutral'), 1), (('ra', 'neutral'), 1), (('an', 'neutral'), 1), (('ng', 'neutral'), 1), (('eh', 'neutral'), 1), (('he', 'neutral'), 2), (('ei', 'german-dominant'), 1), (('is', 'neutral'), 3), (('se', 'neutral'), 1), (('nt', 'neutral'), 1), (('te', 'neutral'), 2), (('kt', 'german-dominant'), 2), (('ti', 'neutral'), 2), (('zw', 'german-dominant'), 1), (('wi', 'neutral'), 1), (('ch', 'german-dominant'), 2), (('ur', 'neutral'), 1), (('il', 'neutral'), 1), (('fe', 'neutral'), 1), (('at', 'neutral'), 1), (('th', 'english-dominant'), 1), (('em', 'neutral'), 1), (('sc', 'german-dominant'), 1)]"
- tat Aehve bileat wedant,und Aufseher belohnt werden.,"[('replace', 0, 5, 0, 3), ('insert', 7, 7, 5, 8), ('delete', 9, 10, 10, 10), ('insert', 11, 11, 11, 12), ('replace', 13, 14, 14, 15), ('replace', 15, 17, 16, 19), ('insert', 21, 21, 23, 24), ('replace', 22, 23, 25, 26), ('replace', 24, 25, 27, 28)]","[(('un', 'german-dominant'), 1), (('nd', 'neutral'), 1), (('fs', 'neutral'), 1), (('eh', 'neutral'), 1), (('he', 'neutral'), 1), (('er', 'neutral'), 2), (('be', 'neutral'), 1), (('el', 'neutral'), 1), (('lo', 'english-dominant'), 1), (('oh', 'neutral'), 1), (('we', 'neutral'), 1), (('rd', 'neutral'), 1), (('de', 'german-dominant'), 1)]"
1 . Aenfaration,1. Konfiguration,"[('delete', 1, 2, 1, 1), ('replace', 4, 6, 3, 5), ('replace', 8, 9, 7, 10)]","[(('on', 'neutral'), 1), (('nf', 'neutral'), 1), (('ig', 'neutral'), 1), (('gu', 'neutral'), 1)]"
 faticaltionsetfecte michens ue edecmedef ,8. Interaktionseffekte zwischen zwei oder mehreren der,"[('insert', 0, 0, 0, 2), ('replace', 1, 2, 3, 8), ('replace', 3, 8, 9, 10), ('replace', 14, 15, 16, 17), ('replace', 17, 18, 19, 20), ('replace', 21, 22, 23, 25), ('insert', 23, 23, 26, 27), ('delete', 27, 28, 31, 31), ('replace', 29, 30, 32, 34), ('insert', 31, 31, 35, 36), ('replace', 32, 33, 37, 38), ('replace', 35, 36, 40, 42), ('insert', 38, 38, 44, 51), ('replace', 40, 42, 53, 54)]","[(('nt', 'neutral'), 1), (('te', 'neutral'), 2), (('er', 'neutral'), 2), (('ra', 'neutral'), 1), (('ns', 'neutral'), 1), (('se', 'neutral'), 1), (('ff', 'neutral'), 1), (('fe', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 1), (('he', 'neutral'), 1), (('en', 'german-dominant'), 1), (('zw', 'german-dominant'), 1), (('ei', 'german-dominant'), 1), (('od', 'neutral'), 1)]"
Spoart it reaich an Eeen and Vstammnen .,Spinat ist reich an Eisen und Vitaminen.,"[('replace', 2, 3, 2, 4), ('delete', 4, 5, 5, 5), ('insert', 8, 8, 8, 9), ('delete', 12, 13, 13, 13), ('replace', 21, 22, 21, 23), ('replace', 25, 26, 26, 27), ('replace', 30, 31, 31, 32), ('replace', 34, 35, 35, 36), ('delete', 38, 39, 39, 39)]","[(('pi', 'neutral'), 1), (('in', 'neutral'), 1), (('na', 'neutral'), 1), (('at', 'neutral'), 1), (('is', 'neutral'), 2), (('re', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('am', 'neutral'), 1), (('mi', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
traddioaatetive f strouhling !,radioaktive Strahlung.,"[('delete', 0, 1, 0, 0), ('delete', 3, 4, 2, 2), ('replace', 8, 11, 6, 7), ('replace', 16, 19, 12, 13), ('replace', 21, 23, 15, 16), ('replace', 25, 26, 18, 19), ('replace', 28, 30, 21, 22)]","[(('ra', 'neutral'), 1), (('di', 'neutral'), 1), (('io', 'neutral'), 1), (('ti', 'neutral'), 1), (('iv', 'neutral'), 1), (('ve', 'neutral'), 1), (('ah', 'german-dominant'), 1), (('hl', 'german-dominant'), 1), (('lu', 'neutral'), 1), (('un', 'german-dominant'), 1)]"
 Hadtrdiealsbeltaindint,"Stadt, die sehr belebt sind.","[('replace', 0, 2, 0, 2), ('replace', 5, 6, 5, 7), ('replace', 9, 11, 10, 11), ('insert', 12, 12, 12, 16), ('insert', 15, 15, 19, 21), ('replace', 16, 17, 22, 24), ('replace', 20, 23, 27, 28)]","[(('ta', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('se', 'neutral'), 1), (('be', 'neutral'), 1), (('eb', 'neutral'), 1), (('bt', 'german-dominant'), 1)]"
Vespacci beschraibt dhie Indianer als eine Komische,Vespucci beschreibt die Indianer als eine komische,"[('replace', 4, 5, 4, 5), ('replace', 15, 16, 15, 16), ('delete', 21, 22, 21, 21), ('replace', 43, 44, 42, 43)]","[(('pu', 'neutral'), 1), (('uc', 'neutral'), 1), (('re', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('di', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('ko', 'german-dominant'), 1), (('om', 'neutral'), 1)]"
 Mades dritten Stophewidde deopte t,In der dritten Strophe wird der erste,"[('insert', 0, 0, 0, 2), ('delete', 1, 3, 3, 3), ('replace', 5, 6, 5, 6), ('insert', 17, 17, 17, 18), ('insert', 21, 21, 22, 23), ('insert', 23, 23, 25, 26), ('delete', 24, 26, 27, 27), ('replace', 29, 31, 30, 35), ('delete', 33, 35, 37, 37)]","[(('er', 'neutral'), 3), (('tr', 'neutral'), 1), (('he', 'neutral'), 1), (('wi', 'neutral'), 1), (('ir', 'neutral'), 1), (('rd', 'neutral'), 1), (('de', 'german-dominant'), 1), (('rs', 'neutral'), 1), (('st', 'neutral'), 1)]"
TDTDaZTTTTTTHFBexpeihent Ht,2. Experiment,"[('replace', 0, 16, 0, 4), ('insert', 19, 19, 7, 8), ('replace', 20, 21, 9, 10), ('delete', 24, 27, 13, 13)]","[(('xp', 'neutral'), 1), (('pe', 'neutral'), 1), (('er', 'neutral'), 1), (('ri', 'neutral'), 1), (('im', 'neutral'), 1), (('me', 'neutral'), 1), (('en', 'german-dominant'), 1), (('nt', 'neutral'), 1)]"
"-klare Gliedecang ( Wohnviertel , Arberitsoviertul , Gesellschaftsviertel )","- klare Gliederung (Wohnviertel, Arbeitsviertel, Gesellschaftsviertel)","[('insert', 1, 1, 1, 2), ('replace', 13, 15, 14, 16), ('delete', 19, 20, 20, 20), ('delete', 31, 32, 31, 31), ('delete', 38, 39, 37, 37), ('delete', 42, 43, 40, 40), ('replace', 48, 49, 45, 46), ('delete', 50, 51, 47, 47), ('delete', 73, 74, 69, 69)]","[(('de', 'german-dominant'), 1), (('er', 'neutral'), 2), (('ru', 'german-dominant'), 1), (('it', 'neutral'), 1), (('ts', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('es', 'neutral'), 1)]"
IH HSOtheriskeleseagetsent DDTTII,- Theoretische Konsequenzen,"[('replace', 0, 2, 0, 1), ('replace', 3, 7, 2, 3), ('insert', 9, 9, 5, 6), ('insert', 10, 10, 7, 9), ('replace', 12, 13, 11, 13), ('replace', 14, 16, 14, 18), ('replace', 18, 23, 20, 22), ('replace', 25, 33, 24, 27)]","[(('he', 'neutral'), 2), (('eo', 'english-dominant'), 1), (('or', 'neutral'), 1), (('re', 'neutral'), 1), (('ti', 'neutral'), 1), (('is', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ns', 'neutral'), 1), (('se', 'neutral'), 1), (('eq', 'neutral'), 1), (('qu', 'neutral'), 1), (('ue', 'neutral'), 1), (('en', 'german-dominant'), 2), (('ze', 'german-dominant'), 1)]"
 Hhattfrending and tatmille dappeen t,Entfremdung und tat nichts dagegen.,"[('replace', 0, 5, 0, 2), ('replace', 9, 10, 6, 7), ('replace', 11, 12, 8, 9), ('replace', 15, 16, 12, 13), ('replace', 22, 23, 19, 21), ('replace', 24, 27, 22, 26), ('replace', 30, 32, 29, 30), ('insert', 33, 33, 31, 32), ('replace', 35, 37, 34, 35)]","[(('nt', 'neutral'), 1), (('tf', 'neutral'), 1), (('fr', 'neutral'), 1), (('re', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ht', 'neutral'), 1), (('ts', 'neutral'), 1), (('ge', 'german-dominant'), 2), (('eg', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
