prediction,ground_truth,diff_ops,error_ngrams
 alton Frorsart as Smert T I,aktiven Transport als Symport,"[('delete', 0, 1, 0, 0), ('replace', 2, 3, 1, 2), ('replace', 4, 5, 3, 6), ('replace', 7, 8, 8, 9), ('insert', 9, 9, 10, 14), ('delete', 10, 13, 15, 15), ('insert', 17, 17, 19, 20), ('insert', 20, 20, 23, 24), ('replace', 21, 22, 25, 27), ('delete', 24, 28, 29, 29)]","[(('akt', 'german-dominant'), 2), (('kti', 'german-dominant'), 1), (('tiv', 'neutral'), 2), (('ive', 'neutral'), 1), (('ven', 'english-dominant'), 1), (('ran', 'neutral'), 1), (('ans', 'neutral'), 1), (('nsp', 'german-dominant'), 1), (('spo', 'neutral'), 1), (('als', 'neutral'), 1), (('ymp', 'english-dominant'), 1), (('mpo', 'english-dominant'), 1), (('por', 'neutral'), 1), (('ort', 'neutral'), 1)]"
"- nur Nachschlagwerk  """,- nur Nachschlagwerk,"[('delete', 20, 23, 20, 20)]",[]
"- viele Renteneinnatmen vou estern . """,- viele Renteneinnahmen von extern,"[('replace', 19, 20, 19, 20), ('replace', 26, 27, 26, 27), ('replace', 29, 30, 29, 30), ('delete', 34, 38, 34, 34)]","[(('nah', 'neutral'), 1), (('ahm', 'german-dominant'), 1), (('hme', 'german-dominant'), 1), (('von', 'german-dominant'), 1), (('ext', 'neutral'), 1), (('xte', 'neutral'), 1)]"
"- "" rechtsl s . Imethr Widerstand","- ""rechts"": mehr Widerstand","[('delete', 3, 4, 3, 3), ('replace', 10, 11, 9, 11), ('delete', 12, 17, 12, 12), ('delete', 19, 20, 14, 14)]","[(('rec', 'neutral'), 1), (('meh', 'german-dominant'), 1), (('ehr', 'german-dominant'), 1), (('ide', 'neutral'), 1), (('der', 'german-dominant'), 1)]"
 Habihna tak dine Sore wi de hndeet ,arbeiten. Nach dieser Szene wird der Verdacht,"[('insert', 0, 0, 0, 9), ('replace', 1, 2, 10, 11), ('replace', 3, 5, 12, 13), ('delete', 6, 12, 14, 14), ('delete', 15, 16, 17, 17), ('insert', 17, 17, 18, 21), ('replace', 19, 21, 23, 26), ('insert', 25, 25, 30, 32), ('insert', 28, 28, 35, 36), ('insert', 29, 29, 37, 43), ('delete', 30, 34, 44, 44), ('delete', 35, 36, 45, 45)]","[(('arb', 'german-dominant'), 1), (('rbe', 'german-dominant'), 2), (('bei', 'german-dominant'), 1), (('eit', 'german-dominant'), 1), (('ite', 'neutral'), 2), (('ten', 'german-dominant'), 1), (('ach', 'german-dominant'), 1), (('die', 'german-dominant'), 2), (('ies', 'neutral'), 1), (('ese', 'neutral'), 1), (('ser', 'neutral'), 1), (('zen', 'german-dominant'), 1), (('ene', 'neutral'), 1), (('wir', 'german-dominant'), 2), (('ird', 'german-dominant'), 1), (('der', 'german-dominant'), 2)]"
. Wedrsel der Perspeltive,Wechsel der Perspektive,"[('delete', 0, 2, 0, 0), ('replace', 4, 6, 2, 4), ('replace', 20, 21, 18, 19)]","[(('ech', 'neutral'), 1), (('chs', 'german-dominant'), 1), (('hse', 'german-dominant'), 1), (('sel', 'neutral'), 1), (('kti', 'german-dominant'), 1), (('tiv', 'neutral'), 1), (('ive', 'neutral'), 1)]"
anod die beshitten ane there Stulathur hoben and sie out cine,und die Geschichten eine klare Struktur haben und sie auf eine,"[('replace', 0, 1, 0, 1), ('delete', 2, 3, 2, 2), ('replace', 9, 10, 8, 9), ('insert', 12, 12, 11, 12), ('replace', 14, 15, 14, 16), ('replace', 19, 20, 20, 22), ('replace', 23, 26, 25, 28), ('insert', 31, 31, 33, 34), ('replace', 32, 34, 35, 36), ('delete', 35, 36, 37, 37), ('replace', 40, 41, 41, 42), ('replace', 45, 46, 46, 47), ('replace', 53, 54, 54, 55), ('replace', 55, 56, 56, 57), ('replace', 57, 58, 58, 59)]","[(('und', 'german-dominant'), 2), (('esc', 'neutral'), 1), (('sch', 'german-dominant'), 1), (('chi', 'neutral'), 1), (('hic', 'english-dominant'), 1), (('ich', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('ine', 'german-dominant'), 1), (('kla', 'german-dominant'), 1), (('tru', 'neutral'), 1), (('ruk', 'german-dominant'), 2), (('ukt', 'german-dominant'), 1), (('ktu', 'german-dominant'), 1), (('hab', 'german-dominant'), 1), (('auf', 'german-dominant'), 1)]"
Yefilnanalistrafiabee t,Vorgehen und Strafen vor.,"[('replace', 0, 1, 0, 4), ('replace', 2, 5, 5, 7), ('replace', 6, 7, 8, 10), ('replace', 8, 12, 11, 14), ('delete', 16, 19, 18, 18), ('replace', 20, 21, 19, 20), ('replace', 22, 23, 21, 25)]","[(('org', 'german-dominant'), 1), (('rge', 'neutral'), 1), (('geh', 'german-dominant'), 1), (('ehe', 'neutral'), 2), (('hen', 'neutral'), 1), (('und', 'german-dominant'), 1), (('tra', 'neutral'), 1), (('raf', 'neutral'), 1), (('afe', 'neutral'), 1), (('fen', 'german-dominant'), 1), (('vor', 'german-dominant'), 1)]"
 treaultsede Maspdyberakiteand t,versucht so die Marquise zu beruhigen und,"[('insert', 0, 0, 0, 8), ('delete', 1, 8, 9, 9), ('replace', 9, 10, 10, 12), ('insert', 11, 11, 13, 14), ('insert', 15, 15, 18, 22), ('replace', 16, 19, 23, 28), ('replace', 22, 24, 31, 33), ('replace', 25, 26, 34, 35), ('replace', 27, 28, 36, 39), ('delete', 30, 32, 41, 41)]","[(('ver', 'neutral'), 1), (('ers', 'neutral'), 1), (('rsu', 'neutral'), 1), (('suc', 'neutral'), 1), (('uch', 'neutral'), 1), (('cht', 'german-dominant'), 1), (('arq', 'german-dominant'), 1), (('rqu', 'neutral'), 1), (('uis', 'neutral'), 1), (('ise', 'neutral'), 1), (('ber', 'german-dominant'), 1), (('eru', 'german-dominant'), 1), (('ruh', 'german-dominant'), 1), (('uhi', 'german-dominant'), 1)]"
ab sdfe Se The lech wnd jatr the Fum ltans . hnans . Des .,aber erwischte sie ihn doch und jagte ihn zum Haus hinaus. Das,"[('insert', 2, 2, 2, 14), ('replace', 4, 6, 16, 17), ('replace', 8, 10, 19, 22), ('replace', 11, 17, 23, 25), ('replace', 20, 21, 28, 29), ('insert', 26, 26, 34, 35), ('delete', 27, 31, 36, 36), ('replace', 33, 34, 38, 43), ('replace', 37, 39, 46, 47), ('replace', 40, 41, 48, 49), ('delete', 43, 45, 51, 51), ('insert', 46, 46, 52, 53), ('replace', 48, 49, 55, 56), ('delete', 50, 51, 57, 57), ('replace', 54, 55, 60, 61), ('delete', 56, 58, 62, 62)]","[(('abe', 'german-dominant'), 1), (('ber', 'german-dominant'), 1), (('erw', 'neutral'), 1), (('rwi', 'neutral'), 1), (('wis', 'german-dominant'), 1), (('isc', 'german-dominant'), 1), (('sch', 'german-dominant'), 2), (('cht', 'german-dominant'), 1), (('hte', 'german-dominant'), 1), (('sie', 'german-dominant'), 1), (('ihn', 'german-dominant'), 3), (('och', 'neutral'), 1), (('und', 'german-dominant'), 1), (('jag', 'neutral'), 1), (('agt', 'german-dominant'), 1), (('zum', 'german-dominant'), 1), (('aus', 'german-dominant'), 3), (('ina', 'neutral'), 1), (('nau', 'german-dominant'), 1)]"
LL Goltbeit G Mapital Matrielle albtedDTT,- Arbeit vs. Kapital (Materielle Konflikte),"[('replace', 0, 2, 0, 1), ('replace', 3, 7, 2, 4), ('replace', 12, 13, 9, 12), ('replace', 14, 15, 13, 14), ('insert', 22, 22, 21, 22), ('insert', 25, 25, 25, 26), ('replace', 32, 33, 33, 37), ('replace', 34, 35, 38, 40), ('replace', 37, 41, 42, 43)]","[(('rbe', 'german-dominant'), 1), (('bei', 'german-dominant'), 1), (('eit', 'german-dominant'), 1), (('api', 'neutral'), 1), (('ate', 'neutral'), 1), (('ter', 'neutral'), 1), (('onf', 'neutral'), 1), (('nfl', 'german-dominant'), 1), (('fli', 'neutral'), 1), (('lik', 'neutral'), 1), (('ikt', 'german-dominant'), 1), (('kte', 'german-dominant'), 1)]"
HBant,2 Hauptgruppen,"[('insert', 0, 0, 0, 2), ('delete', 1, 2, 3, 3), ('insert', 3, 3, 4, 13), ('delete', 4, 5, 14, 14)]","[(('aup', 'german-dominant'), 1), (('upt', 'neutral'), 1)]"
- Speifilartioni der ue-cases,- Spezifikation der Use-Cases,"[('insert', 5, 5, 5, 6), ('replace', 8, 9, 9, 10), ('delete', 10, 11, 11, 11), ('delete', 15, 16, 15, 15), ('replace', 21, 22, 20, 22), ('replace', 24, 25, 24, 25)]","[(('pez', 'german-dominant'), 1), (('ezi', 'german-dominant'), 1), (('ifi', 'neutral'), 1), (('fik', 'german-dominant'), 1), (('ika', 'german-dominant'), 2), (('kat', 'german-dominant'), 1), (('ati', 'neutral'), 1)]"
worteile :.,Vorteile:,"[('replace', 0, 1, 0, 1), ('delete', 8, 9, 8, 8), ('delete', 10, 11, 9, 9)]",[]
nstrence Ansoeruchsvoraussetrangen  T ',- strenge Anspruchsvoraussetzungen,"[('replace', 0, 1, 0, 2), ('replace', 6, 7, 7, 8), ('replace', 12, 14, 13, 14), ('replace', 28, 30, 28, 30), ('delete', 34, 39, 34, 34)]","[(('ren', 'german-dominant'), 1), (('eng', 'german-dominant'), 1), (('nge', 'german-dominant'), 1), (('nsp', 'german-dominant'), 1), (('spr', 'german-dominant'), 1), (('pru', 'neutral'), 1), (('etz', 'german-dominant'), 1), (('tzu', 'german-dominant'), 1), (('zun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1)]"
" botdunctittiod wech "" dor ' soin inteles beters oae "" Frigen "" and "" frtiamer e suten",leidenschaftlich nach dem Sinn unseres Lebens zu fragen und Antworten zu suchen,"[('replace', 0, 3, 0, 11), ('replace', 4, 9, 12, 13), ('delete', 10, 18, 14, 14), ('replace', 21, 22, 17, 21), ('replace', 24, 26, 23, 25), ('replace', 27, 31, 26, 27), ('insert', 33, 33, 29, 30), ('replace', 34, 35, 31, 32), ('replace', 36, 37, 33, 34), ('replace', 38, 39, 35, 36), ('insert', 42, 42, 39, 41), ('replace', 44, 47, 43, 44), ('replace', 49, 50, 46, 51), ('delete', 51, 58, 52, 52), ('replace', 62, 65, 56, 57), ('replace', 68, 71, 60, 65), ('delete', 73, 76, 67, 67), ('replace', 77, 78, 68, 69), ('replace', 79, 80, 70, 72), ('replace', 83, 84, 75, 77)]","[(('lei', 'german-dominant'), 1), (('eid', 'german-dominant'), 1), (('ide', 'neutral'), 2), (('den', 'german-dominant'), 1), (('ens', 'german-dominant'), 2), (('nsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('cha', 'neutral'), 1), (('haf', 'german-dominant'), 2), (('aft', 'german-dominant'), 1), (('ftl', 'german-dominant'), 1), (('tli', 'german-dominant'), 1), (('lic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('nac', 'german-dominant'), 1), (('dem', 'german-dominant'), 1), (('inn', 'neutral'), 1), (('uns', 'german-dominant'), 1), (('nse', 'neutral'), 2), (('ser', 'neutral'), 1), (('ere', 'neutral'), 2), (('res', 'neutral'), 1), (('ebe', 'neutral'), 1), (('ben', 'german-dominant'), 1), (('fra', 'neutral'), 2), (('rag', 'neutral'), 1), (('age', 'neutral'), 1), (('gen', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('ntw', 'neutral'), 1), (('two', 'english-dominant'), 1), (('wor', 'neutral'), 1), (('ort', 'neutral'), 1), (('ten', 'german-dominant'), 1), (('suc', 'neutral'), 1), (('uch', 'neutral'), 1), (('che', 'german-dominant'), 2), (('hen', 'neutral'), 1)]"
 Fdemet id Rastnet Bran Somiale Berifangen,- Wirklichkeit wird konstuiert z.B von sozialen Beziehungen,"[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 11), ('replace', 4, 6, 12, 13), ('insert', 8, 8, 15, 16), ('insert', 9, 9, 17, 18), ('replace', 11, 13, 20, 23), ('replace', 15, 16, 25, 27), ('insert', 17, 17, 28, 29), ('insert', 19, 19, 31, 33), ('replace', 20, 22, 34, 37), ('replace', 24, 25, 39, 40), ('replace', 26, 27, 41, 42), ('insert', 31, 31, 46, 47), ('replace', 34, 35, 50, 51), ('replace', 36, 38, 52, 55)]","[(('irk', 'german-dominant'), 1), (('rkl', 'german-dominant'), 1), (('kli', 'german-dominant'), 1), (('lic', 'german-dominant'), 1), (('ich', 'german-dominant'), 2), (('chk', 'german-dominant'), 1), (('hke', 'german-dominant'), 1), (('kei', 'german-dominant'), 1), (('eit', 'german-dominant'), 1), (('wir', 'german-dominant'), 2), (('ird', 'german-dominant'), 1), (('kon', 'german-dominant'), 1), (('ons', 'neutral'), 1), (('nst', 'neutral'), 1), (('stu', 'german-dominant'), 1), (('tui', 'neutral'), 2), (('uie', 'neutral'), 1), (('ier', 'german-dominant'), 1), (('von', 'german-dominant'), 1)]"
"Dess"" Wweteren wid east ant den Shalt and dam out die positivoen",Des weiteren wird erst auf den Inhalt und dann auf die positiven,"[('delete', 3, 5, 3, 3), ('delete', 6, 7, 4, 4), ('insert', 9, 9, 6, 7), ('insert', 17, 17, 15, 16), ('replace', 20, 21, 19, 20), ('replace', 25, 27, 24, 26), ('replace', 32, 33, 31, 33), ('replace', 38, 39, 38, 39), ('replace', 44, 45, 44, 46), ('replace', 46, 47, 47, 48), ('replace', 48, 49, 49, 50), ('delete', 61, 62, 62, 62)]","[(('wei', 'german-dominant'), 2), (('eit', 'german-dominant'), 1), (('ite', 'neutral'), 1), (('ter', 'neutral'), 1), (('ere', 'neutral'), 1), (('ers', 'neutral'), 1), (('rst', 'neutral'), 1), (('auf', 'german-dominant'), 2), (('nha', 'neutral'), 1), (('und', 'german-dominant'), 1), (('dan', 'english-dominant'), 1), (('ann', 'neutral'), 1), (('tiv', 'neutral'), 1), (('ive', 'neutral'), 1), (('ven', 'english-dominant'), 1)]"
te oeyradileliaitation t,Der Krieg radikalisiert sich:,"[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 3), ('replace', 3, 4, 4, 7), ('replace', 5, 6, 8, 10), ('replace', 10, 12, 14, 16), ('replace', 14, 15, 18, 19), ('insert', 16, 16, 20, 22), ('replace', 17, 19, 23, 25), ('replace', 20, 24, 26, 29)]","[(('rie', 'neutral'), 1), (('rad', 'neutral'), 1), (('adi', 'neutral'), 1), (('dik', 'neutral'), 1), (('ika', 'german-dominant'), 1), (('kal', 'german-dominant'), 2), (('ali', 'neutral'), 2), (('lis', 'neutral'), 1), (('isi', 'neutral'), 1), (('sie', 'german-dominant'), 2), (('ier', 'german-dominant'), 1), (('ert', 'neutral'), 1)]"
2richtung des. Sees and Wege unden See,- Errichtung des Sees und Wege um den See,"[('replace', 0, 1, 0, 4), ('delete', 13, 14, 16, 16), ('replace', 20, 21, 22, 23), ('replace', 30, 31, 32, 34)]","[(('des', 'neutral'), 1), (('ees', 'neutral'), 1)]"
-disruntive delektion,- disruptive Selektion,"[('insert', 1, 1, 1, 2), ('replace', 6, 7, 7, 8), ('replace', 12, 13, 13, 14)]","[(('sru', 'neutral'), 1), (('rup', 'german-dominant'), 1), (('upt', 'neutral'), 1)]"
A Tensicaslly his I,- Terminvorschlag bis,"[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 7), ('insert', 5, 5, 8, 11), ('delete', 6, 7, 12, 12), ('insert', 8, 8, 13, 15), ('replace', 9, 13, 16, 17), ('replace', 14, 15, 18, 19), ('delete', 17, 19, 21, 21)]","[(('erm', 'neutral'), 2), (('rmi', 'neutral'), 2), (('min', 'neutral'), 1), (('inv', 'neutral'), 2), (('nvo', 'german-dominant'), 2), (('vor', 'german-dominant'), 1), (('ors', 'neutral'), 1), (('rsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('chl', 'german-dominant'), 2), (('hla', 'german-dominant'), 1), (('lag', 'neutral'), 1), (('bis', 'neutral'), 1)]"
THhenatsensmadet,Thematisierungsmacht,"[('delete', 1, 2, 1, 1), ('replace', 4, 5, 3, 4), ('insert', 7, 7, 6, 7), ('insert', 8, 8, 8, 9), ('insert', 9, 9, 10, 12), ('insert', 10, 10, 13, 14), ('replace', 13, 15, 17, 19)]","[(('hem', 'english-dominant'), 1), (('ema', 'neutral'), 1), (('mat', 'neutral'), 1), (('ati', 'neutral'), 1), (('tis', 'neutral'), 1), (('isi', 'neutral'), 2), (('sie', 'german-dominant'), 2), (('ier', 'german-dominant'), 2), (('eru', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('ngs', 'neutral'), 1), (('gsm', 'german-dominant'), 1), (('sma', 'neutral'), 1)]"
 thediaemille gdntbersis aseitt nd t,"da dieses nicht gerlernt hat, wie man spricht und","[('insert', 0, 0, 0, 2), ('delete', 1, 4, 3, 3), ('delete', 6, 7, 5, 5), ('replace', 8, 9, 6, 11), ('replace', 10, 11, 12, 19), ('replace', 13, 16, 21, 22), ('replace', 18, 19, 24, 32), ('insert', 20, 20, 33, 40), ('delete', 21, 22, 41, 41), ('replace', 23, 30, 42, 44), ('insert', 32, 32, 46, 47), ('delete', 34, 36, 49, 49)]","[(('die', 'german-dominant'), 1), (('ies', 'neutral'), 1), (('ese', 'neutral'), 1), (('ses', 'neutral'), 2), (('nic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('ger', 'neutral'), 1), (('erl', 'german-dominant'), 1), (('rle', 'neutral'), 2), (('ler', 'german-dominant'), 2), (('ern', 'german-dominant'), 1), (('rnt', 'neutral'), 2), (('hat', 'english-dominant'), 1), (('wie', 'german-dominant'), 1), (('man', 'neutral'), 1)]"
"- Jede Rlase thent nritre sgnen Athate , Oeration and Asociations and die ther","- Jede Klasse ""kennt"" nur ihre eigenen Attribute, Operationen und Assoziationen und die ihrer","[('replace', 7, 8, 7, 8), ('insert', 11, 11, 11, 12), ('replace', 13, 15, 14, 16), ('insert', 17, 17, 18, 19), ('insert', 18, 18, 20, 21), ('insert', 20, 20, 23, 24), ('insert', 21, 21, 25, 26), ('replace', 22, 23, 27, 28), ('replace', 26, 27, 31, 33), ('insert', 28, 28, 34, 35), ('replace', 34, 36, 41, 46), ('delete', 38, 39, 48, 48), ('insert', 42, 42, 51, 52), ('insert', 49, 49, 59, 61), ('replace', 50, 51, 62, 63), ('insert', 56, 56, 68, 69), ('replace', 57, 58, 70, 71), ('replace', 64, 65, 77, 79), ('replace', 66, 67, 80, 81), ('replace', 74, 75, 88, 89), ('insert', 76, 76, 90, 91)]","[(('ass', 'neutral'), 1), (('sse', 'german-dominant'), 1), (('ken', 'neutral'), 1), (('enn', 'german-dominant'), 2), (('nnt', 'german-dominant'), 1), (('nur', 'german-dominant'), 1), (('ihr', 'german-dominant'), 2), (('hre', 'german-dominant'), 1), (('ige', 'german-dominant'), 1), (('gen', 'german-dominant'), 1), (('ene', 'neutral'), 1), (('nen', 'german-dominant'), 1), (('ttr', 'neutral'), 1), (('tri', 'neutral'), 1), (('ati', 'neutral'), 2), (('tio', 'neutral'), 3), (('ion', 'neutral'), 3), (('one', 'neutral'), 2), (('und', 'german-dominant'), 1)]"
 ElindcensdmOsterjusaden t und s tabrat,- Kinder aus dem Osten zwischen 4 und 15 Jahren,"[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 3), ('delete', 6, 7, 6, 6), ('replace', 8, 9, 7, 11), ('insert', 10, 10, 12, 13), ('insert', 11, 11, 14, 15), ('insert', 12, 12, 16, 17), ('replace', 16, 19, 21, 26), ('replace', 20, 22, 27, 29), ('replace', 25, 26, 32, 33), ('replace', 31, 32, 38, 40), ('replace', 33, 34, 41, 42), ('replace', 35, 36, 43, 44), ('replace', 37, 39, 45, 47)]","[(('nde', 'german-dominant'), 1), (('der', 'german-dominant'), 1), (('aus', 'german-dominant'), 2), (('ste', 'neutral'), 2), (('ten', 'german-dominant'), 1), (('zwi', 'german-dominant'), 1), (('wis', 'german-dominant'), 1), (('isc', 'german-dominant'), 1), (('und', 'german-dominant'), 1)]"
' Normalisiering der Alribute in Rossediegramth nicnht notuwendig Llosen :,Normalisierung der Attribute im Klassendiagramm nicht notwendig Klassen:,"[('delete', 0, 2, 0, 0), ('replace', 13, 14, 11, 12), ('replace', 22, 23, 20, 22), ('replace', 31, 32, 30, 31), ('replace', 33, 35, 32, 35), ('insert', 38, 38, 38, 39), ('replace', 40, 41, 41, 42), ('replace', 45, 47, 46, 47), ('delete', 51, 52, 51, 51), ('delete', 58, 59, 57, 57), ('replace', 66, 67, 64, 65), ('replace', 68, 69, 66, 68), ('delete', 72, 73, 71, 71)]","[(('orm', 'neutral'), 1), (('ung', 'german-dominant'), 1), (('ttr', 'neutral'), 1), (('tri', 'neutral'), 1), (('rib', 'neutral'), 1), (('las', 'neutral'), 2), (('ass', 'neutral'), 3), (('sen', 'german-dominant'), 2), (('end', 'german-dominant'), 2), (('ndi', 'neutral'), 1), (('dia', 'neutral'), 1), (('iag', 'neutral'), 1), (('ram', 'neutral'), 1), (('amm', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('twe', 'neutral'), 1), (('wen', 'german-dominant'), 1), (('sse', 'german-dominant'), 1)]"
t beingndlipne t,Lessing und Religion,"[('replace', 0, 3, 0, 1), ('insert', 4, 4, 2, 4), ('insert', 7, 7, 7, 9), ('insert', 9, 9, 11, 14), ('replace', 11, 12, 16, 19), ('delete', 13, 16, 20, 20)]","[(('ess', 'neutral'), 1), (('ssi', 'neutral'), 2), (('sin', 'neutral'), 1), (('und', 'german-dominant'), 1), (('eli', 'neutral'), 1), (('lig', 'neutral'), 1), (('igi', 'neutral'), 1)]"
- Audi A.G : Produtation t Verkaut von . Autos,- Audi AG : Produktion + Verkauf von Autos,"[('delete', 8, 9, 8, 8), ('replace', 18, 20, 17, 18), ('replace', 25, 26, 23, 24), ('replace', 33, 34, 31, 32), ('delete', 38, 40, 36, 36)]","[(('ukt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 1), (('von', 'german-dominant'), 1), (('uto', 'neutral'), 1), (('tos', 'english-dominant'), 1)]"
TT Typothesen-gelite quintitative Analyse yon Mntragedaten ,- Hypothesen-geleitete quantitative Analyse von Umfragedaten,"[('replace', 0, 2, 0, 1), ('replace', 3, 4, 2, 3), ('insert', 17, 17, 16, 17), ('insert', 18, 18, 18, 20), ('replace', 23, 24, 25, 26), ('replace', 42, 43, 44, 45), ('replace', 46, 49, 48, 51), ('delete', 58, 59, 60, 60)]","[(('ypo', 'neutral'), 1), (('lei', 'german-dominant'), 1), (('eit', 'german-dominant'), 2), (('ite', 'neutral'), 1), (('qua', 'neutral'), 1), (('yse', 'neutral'), 1), (('von', 'german-dominant'), 1), (('ate', 'neutral'), 1), (('ten', 'german-dominant'), 1)]"
 tliganate Strabsult geltrmabllous t ,- Die gesamte Staatsmacht geht vom Volk aus,"[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 3), ('insert', 4, 4, 4, 6), ('insert', 5, 5, 7, 9), ('replace', 6, 8, 10, 11), ('delete', 13, 14, 16, 16), ('replace', 15, 16, 17, 19), ('replace', 17, 19, 20, 24), ('insert', 23, 23, 28, 37), ('replace', 24, 27, 38, 40), ('delete', 28, 32, 41, 41), ('delete', 34, 37, 43, 43)]","[(('ges', 'german-dominant'), 1), (('esa', 'neutral'), 1), (('taa', 'german-dominant'), 2), (('aat', 'german-dominant'), 1), (('ats', 'neutral'), 1), (('tsm', 'neutral'), 1), (('ach', 'german-dominant'), 1), (('cht', 'german-dominant'), 2), (('geh', 'german-dominant'), 2), (('eht', 'german-dominant'), 1), (('vom', 'german-dominant'), 1), (('olk', 'neutral'), 1)]"
